disease,year,month,state,count
Meningococcal disease (invasive),2016,6,VIC_TAS,3
Meningococcal disease (invasive),2016,7,VIC_TAS,9
Meningococcal disease (invasive),2016,8,VIC_TAS,6
Meningococcal disease (invasive),2016,9,VIC_TAS,7
Meningococcal disease (invasive),2016,10,VIC_TAS,20
Meningococcal disease (invasive),2016,11,VIC_TAS,4
Meningococcal disease (invasive),2016,12,VIC_TAS,11
Meningococcal disease (invasive),2017,1,VIC_TAS,5
Meningococcal disease (invasive),2017,2,VIC_TAS,7
Meningococcal disease (invasive),2017,3,VIC_TAS,8
Meningococcal disease (invasive),2017,4,VIC_TAS,7
Meningococcal disease (invasive),2017,5,VIC_TAS,7
Meningococcal disease (invasive),2017,6,VIC_TAS,7
Meningococcal disease (invasive),2017,7,VIC_TAS,7
Meningococcal disease (invasive),2017,8,VIC_TAS,14
Meningococcal disease (invasive),2017,9,VIC_TAS,13
Meningococcal disease (invasive),2017,10,VIC_TAS,13
Meningococcal disease (invasive),2017,11,VIC_TAS,12
Meningococcal disease (invasive),2017,12,VIC_TAS,5
Meningococcal disease (invasive),2018,1,VIC_TAS,3
Meningococcal disease (invasive),2018,2,VIC_TAS,4
Meningococcal disease (invasive),2018,3,VIC_TAS,4
Meningococcal disease (invasive),2018,4,VIC_TAS,2
Meningococcal disease (invasive),2018,5,VIC_TAS,4
Meningococcal disease (invasive),2018,6,VIC_TAS,6
Meningococcal disease (invasive),2018,7,VIC_TAS,11
Meningococcal disease (invasive),2018,8,VIC_TAS,8
Meningococcal disease (invasive),2018,9,VIC_TAS,7
Meningococcal disease (invasive),2018,10,VIC_TAS,3
Meningococcal disease (invasive),2018,11,VIC_TAS,5
Meningococcal disease (invasive),2018,12,VIC_TAS,7
Meningococcal disease (invasive),2019,1,VIC_TAS,4
Meningococcal disease (invasive),2019,3,VIC_TAS,2
Meningococcal disease (invasive),2019,4,VIC_TAS,3
Meningococcal disease (invasive),2019,5,VIC_TAS,5
Meningococcal disease (invasive),2019,6,VIC_TAS,8
Meningococcal disease (invasive),2019,7,VIC_TAS,3
Meningococcal disease (invasive),2019,8,VIC_TAS,4
Meningococcal disease (invasive),2019,9,VIC_TAS,2
Meningococcal disease (invasive),2019,10,VIC_TAS,3
Meningococcal disease (invasive),2019,11,VIC_TAS,5
Meningococcal disease (invasive),2019,12,VIC_TAS,3
Meningococcal disease (invasive),2020,2,VIC_TAS,3
Meningococcal disease (invasive),2020,3,VIC_TAS,4
Meningococcal disease (invasive),2020,4,VIC_TAS,3
Meningococcal disease (invasive),2020,6,VIC_TAS,3
Meningococcal disease (invasive),2020,7,VIC_TAS,4
Meningococcal disease (invasive),2020,8,VIC_TAS,3
Meningococcal disease (invasive),2020,12,VIC_TAS,2
Meningococcal disease (invasive),2021,1,VIC_TAS,1
Meningococcal disease (invasive),2021,2,VIC_TAS,2
Meningococcal disease (invasive),2021,3,VIC_TAS,3
Meningococcal disease (invasive),2021,4,VIC_TAS,1
Meningococcal disease (invasive),2021,6,VIC_TAS,3
Meningococcal disease (invasive),2021,7,VIC_TAS,1
Meningococcal disease (invasive),2021,9,VIC_TAS,1
Meningococcal disease (invasive),2021,12,VIC_TAS,1
Meningococcal disease (invasive),2022,2,VIC_TAS,3
Meningococcal disease (invasive),2022,5,VIC_TAS,5
Meningococcal disease (invasive),2022,7,VIC_TAS,1
Meningococcal disease (invasive),2022,8,VIC_TAS,1
Meningococcal disease (invasive),2022,9,VIC_TAS,2
Meningococcal disease (invasive),2022,10,VIC_TAS,1
Meningococcal disease (invasive),2022,11,VIC_TAS,1
Meningococcal disease (invasive),2022,12,VIC_TAS,3
Meningococcal disease (invasive),2023,1,VIC_TAS,3
Meningococcal disease (invasive),2023,2,VIC_TAS,1
Meningococcal disease (invasive),2023,3,VIC_TAS,2
Meningococcal disease (invasive),2023,5,VIC_TAS,3
Meningococcal disease (invasive),2023,6,VIC_TAS,2
Meningococcal disease (invasive),2023,7,VIC_TAS,4
Meningococcal disease (invasive),2023,8,VIC_TAS,3
Meningococcal disease (invasive),2023,9,VIC_TAS,2
Meningococcal disease (invasive),2023,10,VIC_TAS,2
Meningococcal disease (invasive),2023,11,VIC_TAS,4
Meningococcal disease (invasive),2023,12,VIC_TAS,5
Meningococcal disease (invasive),2024,1,VIC_TAS,2
Meningococcal disease (invasive),2024,3,VIC_TAS,3
Meningococcal disease (invasive),2024,4,VIC_TAS,2
Meningococcal disease (invasive),2024,6,VIC_TAS,3
Meningococcal disease (invasive),2024,7,VIC_TAS,3
Meningococcal disease (invasive),2024,8,VIC_TAS,3
Meningococcal disease (invasive),2024,9,VIC_TAS,1
Meningococcal disease (invasive),2024,10,VIC_TAS,1
Meningococcal disease (invasive),2024,11,VIC_TAS,1
Meningococcal disease (invasive),2024,12,VIC_TAS,1
Meningococcal disease (invasive),2009,1,WA,2
Meningococcal disease (invasive),2009,2,WA,1
Meningococcal disease (invasive),2009,3,WA,1
Meningococcal disease (invasive),2009,4,WA,2
Meningococcal disease (invasive),2009,5,WA,5
Meningococcal disease (invasive),2009,7,WA,5
Meningococcal disease (invasive),2009,8,WA,2
Meningococcal disease (invasive),2009,9,WA,4
Meningococcal disease (invasive),2009,10,WA,4
Meningococcal disease (invasive),2009,11,WA,1
Meningococcal disease (invasive),2009,12,WA,1
Meningococcal disease (invasive),2010,1,WA,3
Meningococcal disease (invasive),2010,2,WA,1
Meningococcal disease (invasive),2010,3,WA,1
Meningococcal disease (invasive),2010,4,WA,1
Meningococcal disease (invasive),2010,6,WA,2
Meningococcal disease (invasive),2010,7,WA,3
Meningococcal disease (invasive),2010,8,WA,3
Meningococcal disease (invasive),2010,9,WA,3
Meningococcal disease (invasive),2010,10,WA,2
Meningococcal disease (invasive),2010,11,WA,3
Meningococcal disease (invasive),2011,1,WA,3
Meningococcal disease (invasive),2011,2,WA,1
Meningococcal disease (invasive),2011,4,WA,1
Meningococcal disease (invasive),2011,5,WA,3
Meningococcal disease (invasive),2011,6,WA,1
Meningococcal disease (invasive),2011,7,WA,2
Meningococcal disease (invasive),2011,8,WA,1
Meningococcal disease (invasive),2011,9,WA,1
Meningococcal disease (invasive),2011,10,WA,3
Meningococcal disease (invasive),2011,11,WA,3
Meningococcal disease (invasive),2011,12,WA,2
Meningococcal disease (invasive),2012,1,WA,2
Meningococcal disease (invasive),2012,3,WA,1
Meningococcal disease (invasive),2012,4,WA,1
Meningococcal disease (invasive),2012,5,WA,1
Meningococcal disease (invasive),2012,6,WA,4
Meningococcal disease (invasive),2012,7,WA,4
Meningococcal disease (invasive),2012,9,WA,2
Meningococcal disease (invasive),2012,10,WA,1
Meningococcal disease (invasive),2012,11,WA,1
Meningococcal disease (invasive),2012,12,WA,1
Meningococcal disease (invasive),2013,1,WA,2
Meningococcal disease (invasive),2013,2,WA,3
Meningococcal disease (invasive),2013,3,WA,1
Meningococcal disease (invasive),2013,4,WA,2
Meningococcal disease (invasive),2013,6,WA,1
Meningococcal disease (invasive),2013,8,WA,2
Meningococcal disease (invasive),2013,9,WA,2
Meningococcal disease (invasive),2013,11,WA,2
Meningococcal disease (invasive),2014,2,WA,2
Meningococcal disease (invasive),2014,3,WA,1
Meningococcal disease (invasive),2014,4,WA,1
Meningococcal disease (invasive),2014,5,WA,3
Meningococcal disease (invasive),2014,6,WA,2
Meningococcal disease (invasive),2014,7,WA,2
Meningococcal disease (invasive),2014,9,WA,2
Meningococcal disease (invasive),2014,10,WA,2
Meningococcal disease (invasive),2014,11,WA,1
Meningococcal disease (invasive),2014,12,WA,2
Meningococcal disease (invasive),2015,1,WA,1
Meningococcal disease (invasive),2015,2,WA,1
Meningococcal disease (invasive),2015,3,WA,1
Meningococcal disease (invasive),2015,5,WA,1
Meningococcal disease (invasive),2015,6,WA,2
Meningococcal disease (invasive),2015,7,WA,2
Meningococcal disease (invasive),2015,8,WA,4
Meningococcal disease (invasive),2015,9,WA,2
Meningococcal disease (invasive),2015,10,WA,3
Meningococcal disease (invasive),2016,1,WA,1
Meningococcal disease (invasive),2016,3,WA,1
Meningococcal disease (invasive),2016,6,WA,1
Meningococcal disease (invasive),2016,7,WA,2
Meningococcal disease (invasive),2016,8,WA,4
Meningococcal disease (invasive),2016,9,WA,2
Meningococcal disease (invasive),2016,10,WA,6
Meningococcal disease (invasive),2016,11,WA,3
Meningococcal disease (invasive),2016,12,WA,1
Meningococcal disease (invasive),2017,1,WA,2
Meningococcal disease (invasive),2017,2,WA,3
Meningococcal disease (invasive),2017,3,WA,3
Meningococcal disease (invasive),2017,4,WA,2
Meningococcal disease (invasive),2017,6,WA,4
Meningococcal disease (invasive),2017,7,WA,2
Meningococcal disease (invasive),2017,8,WA,6
Meningococcal disease (invasive),2017,9,WA,4
Meningococcal disease (invasive),2017,10,WA,7
Meningococcal disease (invasive),2017,11,WA,6
Meningococcal disease (invasive),2017,12,WA,6
Meningococcal disease (invasive),2018,1,WA,4
Meningococcal disease (invasive),2018,2,WA,2
Meningococcal disease (invasive),2018,3,WA,1
Meningococcal disease (invasive),2018,5,WA,2
Meningococcal disease (invasive),2018,6,WA,1
Meningococcal disease (invasive),2018,7,WA,3
Meningococcal disease (invasive),2018,8,WA,8
Meningococcal disease (invasive),2018,9,WA,6
Meningococcal disease (invasive),2018,10,WA,6
Meningococcal disease (invasive),2018,11,WA,3
Meningococcal disease (invasive),2018,12,WA,4
Meningococcal disease (invasive),2019,1,WA,3
Meningococcal disease (invasive),2019,2,WA,1
Meningococcal disease (invasive),2019,3,WA,3
Meningococcal disease (invasive),2019,4,WA,1
Meningococcal disease (invasive),2019,5,WA,2
Meningococcal disease (invasive),2019,6,WA,1
Meningococcal disease (invasive),2019,7,WA,2
Meningococcal disease (invasive),2019,8,WA,1
Meningococcal disease (invasive),2019,9,WA,4
Meningococcal disease (invasive),2019,10,WA,2
Meningococcal disease (invasive),2019,11,WA,3
Meningococcal disease (invasive),2019,12,WA,2
Meningococcal disease (invasive),2020,1,WA,2
Meningococcal disease (invasive),2020,2,WA,1
Meningococcal disease (invasive),2020,5,WA,2
Meningococcal disease (invasive),2020,6,WA,1
Meningococcal disease (invasive),2020,7,WA,1
Meningococcal disease (invasive),2020,9,WA,1
Meningococcal disease (invasive),2020,10,WA,1
Meningococcal disease (invasive),2020,12,WA,2
Meningococcal disease (invasive),2021,1,WA,2
Meningococcal disease (invasive),2021,2,WA,1
Meningococcal disease (invasive),2021,4,WA,3
Meningococcal disease (invasive),2021,8,WA,1
Meningococcal disease (invasive),2021,10,WA,1
Meningococcal disease (invasive),2021,12,WA,2
Meningococcal disease (invasive),2022,1,WA,2
Meningococcal disease (invasive),2022,2,WA,2
Meningococcal disease (invasive),2022,4,WA,1
Meningococcal disease (invasive),2022,5,WA,3
Meningococcal disease (invasive),2022,6,WA,2
Meningococcal disease (invasive),2022,7,WA,1
Meningococcal disease (invasive),2022,9,WA,3
Meningococcal disease (invasive),2022,10,WA,1
Meningococcal disease (invasive),2022,11,WA,1
Meningococcal disease (invasive),2022,12,WA,3
Meningococcal disease (invasive),2023,2,WA,1
Meningococcal disease (invasive),2023,4,WA,1
Meningococcal disease (invasive),2023,5,WA,1
Meningococcal disease (invasive),2023,10,WA,1
Meningococcal disease (invasive),2023,11,WA,3
Meningococcal disease (invasive),2023,12,WA,1
Meningococcal disease (invasive),2024,3,WA,1
Meningococcal disease (invasive),2024,4,WA,2
Meningococcal disease (invasive),2024,5,WA,1
Meningococcal disease (invasive),2024,7,WA,2
Meningococcal disease (invasive),2024,8,WA,3
Meningococcal disease (invasive),2024,9,WA,2
Meningococcal disease (invasive),2024,11,WA,2
Salmonellosis,2009,1,NSW,374
Salmonellosis,2009,2,NSW,363
Salmonellosis,2009,3,NSW,339
Salmonellosis,2009,4,NSW,227
Salmonellosis,2009,5,NSW,208
Salmonellosis,2009,6,NSW,122
Salmonellosis,2009,7,NSW,116
Salmonellosis,2009,8,NSW,89
Salmonellosis,2009,9,NSW,121
Salmonellosis,2009,10,NSW,188
Salmonellosis,2009,11,NSW,237
Salmonellosis,2009,12,NSW,268
Salmonellosis,2010,1,NSW,499
Salmonellosis,2010,2,NSW,401
Salmonellosis,2010,3,NSW,422
Salmonellosis,2010,4,NSW,448
Salmonellosis,2010,5,NSW,253
Salmonellosis,2010,6,NSW,212
Salmonellosis,2010,7,NSW,238
Salmonellosis,2010,8,NSW,183
Salmonellosis,2010,9,NSW,155
Salmonellosis,2010,10,NSW,252
Salmonellosis,2010,11,NSW,243
Salmonellosis,2010,12,NSW,456
Salmonellosis,2011,1,NSW,539
Salmonellosis,2011,2,NSW,480
Salmonellosis,2011,3,NSW,412
Salmonellosis,2011,4,NSW,364
Salmonellosis,2011,5,NSW,254
Salmonellosis,2011,6,NSW,160
Salmonellosis,2011,7,NSW,197
Salmonellosis,2011,8,NSW,143
Salmonellosis,2011,9,NSW,162
Salmonellosis,2011,10,NSW,193
Salmonellosis,2011,11,NSW,209
Salmonellosis,2011,12,NSW,303
Salmonellosis,2012,1,NSW,287
Salmonellosis,2012,2,NSW,303
Salmonellosis,2012,3,NSW,402
Salmonellosis,2012,4,NSW,220
Salmonellosis,2012,5,NSW,175
Salmonellosis,2012,6,NSW,158
Salmonellosis,2012,7,NSW,135
Salmonellosis,2012,8,NSW,226
Salmonellosis,2012,9,NSW,175
Salmonellosis,2012,10,NSW,238
Salmonellosis,2012,11,NSW,291
Salmonellosis,2012,12,NSW,280
Salmonellosis,2013,1,NSW,352
Salmonellosis,2013,2,NSW,397
Salmonellosis,2013,3,NSW,384
Salmonellosis,2013,4,NSW,319
Salmonellosis,2013,5,NSW,320
Salmonellosis,2013,6,NSW,190
Salmonellosis,2013,7,NSW,168
Salmonellosis,2013,8,NSW,197
Salmonellosis,2013,9,NSW,161
Salmonellosis,2013,10,NSW,276
Salmonellosis,2013,11,NSW,315
Salmonellosis,2013,12,NSW,290
Salmonellosis,2014,1,NSW,559
Salmonellosis,2014,2,NSW,496
Salmonellosis,2014,3,NSW,458
Salmonellosis,2014,4,NSW,371
Salmonellosis,2014,5,NSW,464
Salmonellosis,2014,6,NSW,226
Salmonellosis,2014,7,NSW,187
Salmonellosis,2014,8,NSW,226
Salmonellosis,2014,9,NSW,226
Salmonellosis,2014,10,NSW,306
Salmonellosis,2014,11,NSW,341
Salmonellosis,2014,12,NSW,403
Salmonellosis,2015,1,NSW,656
Salmonellosis,2015,2,NSW,517
Salmonellosis,2015,3,NSW,421
Salmonellosis,2015,4,NSW,342
Salmonellosis,2015,5,NSW,328
Salmonellosis,2015,6,NSW,223
Salmonellosis,2015,7,NSW,221
Salmonellosis,2015,8,NSW,151
Salmonellosis,2015,9,NSW,191
Salmonellosis,2015,10,NSW,296
Salmonellosis,2015,11,NSW,311
Salmonellosis,2015,12,NSW,366
Salmonellosis,2016,1,NSW,735
Salmonellosis,2016,2,NSW,497
Salmonellosis,2016,3,NSW,398
Salmonellosis,2016,4,NSW,455
Salmonellosis,2016,5,NSW,311
Salmonellosis,2016,6,NSW,286
Salmonellosis,2016,7,NSW,411
Salmonellosis,2016,8,NSW,229
Salmonellosis,2016,9,NSW,245
Salmonellosis,2016,10,NSW,249
Salmonellosis,2016,11,NSW,261
Salmonellosis,2016,12,NSW,443
Salmonellosis,2017,1,NSW,477
Salmonellosis,2017,2,NSW,474
Salmonellosis,2017,3,NSW,543
Salmonellosis,2017,4,NSW,340
Salmonellosis,2017,5,NSW,243
Salmonellosis,2017,6,NSW,239
Salmonellosis,2017,7,NSW,192
Salmonellosis,2017,8,NSW,166
Salmonellosis,2017,9,NSW,182
Salmonellosis,2017,10,NSW,247
Salmonellosis,2017,11,NSW,247
Salmonellosis,2017,12,NSW,333
Salmonellosis,2018,1,NSW,360
Salmonellosis,2018,2,NSW,375
Salmonellosis,2018,3,NSW,390
Salmonellosis,2018,4,NSW,308
Salmonellosis,2018,5,NSW,224
Salmonellosis,2018,6,NSW,238
Salmonellosis,2018,7,NSW,186
Salmonellosis,2018,8,NSW,209
Salmonellosis,2018,9,NSW,176
Salmonellosis,2018,10,NSW,232
Salmonellosis,2018,11,NSW,300
Salmonellosis,2018,12,NSW,326
Salmonellosis,2019,1,NSW,420
Salmonellosis,2019,2,NSW,425
Salmonellosis,2019,3,NSW,438
Salmonellosis,2019,4,NSW,299
Salmonellosis,2019,5,NSW,319
Salmonellosis,2019,6,NSW,178
Salmonellosis,2019,7,NSW,191
Salmonellosis,2019,8,NSW,227
Salmonellosis,2019,9,NSW,190
Salmonellosis,2019,10,NSW,259
Salmonellosis,2019,11,NSW,281
Salmonellosis,2019,12,NSW,276
Salmonellosis,2020,1,NSW,487
Salmonellosis,2020,2,NSW,633
Salmonellosis,2020,3,NSW,304
Salmonellosis,2020,4,NSW,165
Salmonellosis,2020,5,NSW,237
Salmonellosis,2020,6,NSW,144
Salmonellosis,2020,7,NSW,124
Salmonellosis,2020,8,NSW,88
Salmonellosis,2020,9,NSW,108
Salmonellosis,2020,10,NSW,168
Salmonellosis,2020,11,NSW,158
Salmonellosis,2020,12,NSW,274
Salmonellosis,2021,1,NSW,535
Salmonellosis,2021,2,NSW,315
Salmonellosis,2021,3,NSW,326
Salmonellosis,2021,4,NSW,284
Salmonellosis,2021,5,NSW,215
Salmonellosis,2021,6,NSW,176
Salmonellosis,2021,7,NSW,185
Salmonellosis,2021,8,NSW,118
Salmonellosis,2021,9,NSW,115
Salmonellosis,2021,10,NSW,238
Salmonellosis,2021,11,NSW,278
Salmonellosis,2021,12,NSW,319
Salmonellosis,2022,1,NSW,293
Salmonellosis,2022,2,NSW,339
Salmonellosis,2022,3,NSW,341
Salmonellosis,2022,4,NSW,376
Salmonellosis,2022,5,NSW,207
Salmonellosis,2022,6,NSW,174
Salmonellosis,2022,7,NSW,174
Salmonellosis,2022,8,NSW,164
Salmonellosis,2022,9,NSW,180
Salmonellosis,2022,10,NSW,197
Salmonellosis,2022,11,NSW,211
Salmonellosis,2022,12,NSW,269
Salmonellosis,2023,1,NSW,370
Salmonellosis,2023,2,NSW,319
Salmonellosis,2023,3,NSW,358
Salmonellosis,2023,4,NSW,226
Salmonellosis,2023,5,NSW,207
Salmonellosis,2023,6,NSW,225
Salmonellosis,2023,7,NSW,213
Salmonellosis,2023,8,NSW,180
Salmonellosis,2023,9,NSW,227
Salmonellosis,2023,10,NSW,206
Salmonellosis,2023,11,NSW,215
Salmonellosis,2023,12,NSW,280
Salmonellosis,2024,1,NSW,305
Salmonellosis,2024,2,NSW,348
Salmonellosis,2024,3,NSW,355
Salmonellosis,2024,4,NSW,252
Salmonellosis,2024,5,NSW,271
Salmonellosis,2024,6,NSW,173
Salmonellosis,2024,7,NSW,155
Salmonellosis,2024,8,NSW,192
Salmonellosis,2024,9,NSW,160
Salmonellosis,2024,10,NSW,193
Salmonellosis,2024,11,NSW,285
Salmonellosis,2024,12,NSW,266
Salmonellosis,2025,1,NSW,18
Salmonellosis,2009,1,NT,43
Salmonellosis,2009,2,NT,45
Salmonellosis,2009,3,NT,36
Salmonellosis,2009,4,NT,40
Salmonellosis,2009,5,NT,63
Salmonellosis,2009,6,NT,41
Salmonellosis,2009,7,NT,27
Salmonellosis,2009,8,NT,21
Salmonellosis,2009,9,NT,39
Salmonellosis,2009,10,NT,38
Salmonellosis,2009,11,NT,47
Salmonellosis,2009,12,NT,41
Salmonellosis,2010,1,NT,52
Salmonellosis,2010,2,NT,50
Salmonellosis,2010,3,NT,51
Salmonellosis,2010,4,NT,75
Salmonellosis,2010,5,NT,60
Salmonellosis,2010,6,NT,40
Salmonellosis,2010,7,NT,43
Salmonellosis,2010,8,NT,37
Salmonellosis,2010,9,NT,32
Salmonellosis,2010,10,NT,43
Salmonellosis,2010,11,NT,43
Salmonellosis,2010,12,NT,54
Salmonellosis,2011,1,NT,37
Salmonellosis,2011,2,NT,41
Salmonellosis,2011,3,NT,32
Salmonellosis,2011,4,NT,45
Salmonellosis,2011,5,NT,25
Salmonellosis,2011,6,NT,24
Salmonellosis,2011,7,NT,30
Salmonellosis,2011,8,NT,30
Salmonellosis,2011,9,NT,29
Salmonellosis,2011,10,NT,28
Salmonellosis,2011,11,NT,27
Salmonellosis,2011,12,NT,58
Salmonellosis,2012,1,NT,41
Salmonellosis,2012,2,NT,54
Salmonellosis,2012,3,NT,50
Salmonellosis,2012,4,NT,45
Salmonellosis,2012,5,NT,44
Salmonellosis,2012,6,NT,30
Salmonellosis,2012,7,NT,15
Salmonellosis,2012,8,NT,23
Salmonellosis,2012,9,NT,24
Salmonellosis,2012,10,NT,22
Salmonellosis,2012,11,NT,33
Salmonellosis,2012,12,NT,19
Salmonellosis,2013,1,NT,40
Salmonellosis,2013,2,NT,39
Salmonellosis,2013,3,NT,38
Salmonellosis,2013,4,NT,47
Salmonellosis,2013,5,NT,21
Salmonellosis,2013,6,NT,25
Salmonellosis,2013,7,NT,31
Salmonellosis,2013,8,NT,26
Salmonellosis,2013,9,NT,36
Salmonellosis,2013,10,NT,25
Salmonellosis,2013,11,NT,29
Salmonellosis,2013,12,NT,29
Salmonellosis,2014,1,NT,37
Salmonellosis,2014,2,NT,42
Salmonellosis,2014,3,NT,30
Salmonellosis,2014,4,NT,44
Salmonellosis,2014,5,NT,52
Salmonellosis,2014,6,NT,50
Salmonellosis,2014,7,NT,28
Salmonellosis,2014,8,NT,41
Salmonellosis,2014,9,NT,24
Salmonellosis,2014,10,NT,32
Salmonellosis,2014,11,NT,38
Salmonellosis,2014,12,NT,38
Salmonellosis,2015,1,NT,56
Salmonellosis,2015,2,NT,40
Salmonellosis,2015,3,NT,45
Salmonellosis,2015,4,NT,50
Salmonellosis,2015,5,NT,64
Salmonellosis,2015,6,NT,59
Salmonellosis,2015,7,NT,44
Salmonellosis,2015,8,NT,21
Salmonellosis,2015,9,NT,27
Salmonellosis,2015,10,NT,58
Salmonellosis,2015,11,NT,38
Salmonellosis,2015,12,NT,42
Salmonellosis,2016,1,NT,47
Salmonellosis,2016,2,NT,48
Salmonellosis,2016,3,NT,51
Salmonellosis,2016,4,NT,118
Salmonellosis,2016,5,NT,73
Salmonellosis,2016,6,NT,65
Salmonellosis,2016,7,NT,31
Salmonellosis,2016,8,NT,34
Salmonellosis,2016,9,NT,44
Salmonellosis,2016,10,NT,43
Salmonellosis,2016,11,NT,50
Salmonellosis,2016,12,NT,60
Salmonellosis,2017,1,NT,41
Salmonellosis,2017,2,NT,41
Salmonellosis,2017,3,NT,65
Salmonellosis,2017,4,NT,48
Salmonellosis,2017,5,NT,49
Salmonellosis,2017,6,NT,74
Salmonellosis,2017,7,NT,28
Salmonellosis,2017,8,NT,29
Salmonellosis,2017,9,NT,22
Salmonellosis,2017,10,NT,39
Salmonellosis,2017,11,NT,48
Salmonellosis,2017,12,NT,49
Salmonellosis,2018,1,NT,57
Salmonellosis,2018,2,NT,49
Salmonellosis,2018,3,NT,59
Salmonellosis,2018,4,NT,59
Salmonellosis,2018,5,NT,49
Salmonellosis,2018,6,NT,53
Salmonellosis,2018,7,NT,29
Salmonellosis,2018,8,NT,45
Salmonellosis,2018,9,NT,24
Salmonellosis,2018,10,NT,29
Salmonellosis,2018,11,NT,45
Salmonellosis,2018,12,NT,28
Salmonellosis,2019,1,NT,34
Salmonellosis,2019,2,NT,29
Salmonellosis,2019,3,NT,54
Salmonellosis,2019,4,NT,29
Salmonellosis,2019,5,NT,54
Salmonellosis,2019,6,NT,25
Salmonellosis,2019,7,NT,16
Salmonellosis,2019,8,NT,26
Salmonellosis,2019,9,NT,31
Salmonellosis,2019,10,NT,29
Salmonellosis,2019,11,NT,60
Salmonellosis,2019,12,NT,42
Salmonellosis,2020,1,NT,43
Salmonellosis,2020,2,NT,54
Salmonellosis,2020,3,NT,39
Salmonellosis,2020,4,NT,33
Salmonellosis,2020,5,NT,38
Salmonellosis,2020,6,NT,30
Salmonellosis,2020,7,NT,31
Salmonellosis,2020,8,NT,19
Salmonellosis,2020,9,NT,21
Salmonellosis,2020,10,NT,36
Salmonellosis,2020,11,NT,22
Salmonellosis,2020,12,NT,35
Salmonellosis,2021,1,NT,42
Salmonellosis,2021,2,NT,37
Salmonellosis,2021,3,NT,38
Salmonellosis,2021,4,NT,50
Salmonellosis,2021,5,NT,37
Salmonellosis,2021,6,NT,34
Salmonellosis,2021,7,NT,33
Salmonellosis,2021,8,NT,19
Salmonellosis,2021,9,NT,32
Salmonellosis,2021,10,NT,52
Salmonellosis,2021,11,NT,53
Salmonellosis,2021,12,NT,45
Salmonellosis,2022,1,NT,38
Salmonellosis,2022,2,NT,22
Salmonellosis,2022,3,NT,29
Salmonellosis,2022,4,NT,46
Salmonellosis,2022,5,NT,33
Salmonellosis,2022,6,NT,35
Salmonellosis,2022,7,NT,29
Salmonellosis,2022,8,NT,24
Salmonellosis,2022,9,NT,30
Salmonellosis,2022,10,NT,24
Salmonellosis,2022,11,NT,50
Salmonellosis,2022,12,NT,48
Salmonellosis,2023,1,NT,34
Salmonellosis,2023,2,NT,34
Salmonellosis,2023,3,NT,36
Salmonellosis,2023,4,NT,27
Salmonellosis,2023,5,NT,27
Salmonellosis,2023,6,NT,25
Salmonellosis,2023,7,NT,20
Salmonellosis,2023,8,NT,21
Salmonellosis,2023,9,NT,24
Salmonellosis,2023,10,NT,24
Salmonellosis,2023,11,NT,31
Salmonellosis,2023,12,NT,40
Salmonellosis,2024,1,NT,47
Salmonellosis,2024,2,NT,30
Salmonellosis,2024,3,NT,61
Salmonellosis,2024,4,NT,25
Salmonellosis,2024,5,NT,41
Salmonellosis,2024,6,NT,35
Salmonellosis,2024,7,NT,28
Salmonellosis,2024,8,NT,25
Salmonellosis,2024,9,NT,27
Salmonellosis,2024,10,NT,36
Salmonellosis,2024,11,NT,57
Salmonellosis,2024,12,NT,24
Salmonellosis,2025,1,NT,1
Salmonellosis,2009,1,QLD,355
Salmonellosis,2009,2,QLD,344
Salmonellosis,2009,3,QLD,292
Salmonellosis,2009,4,QLD,234
Salmonellosis,2009,5,QLD,246
Salmonellosis,2009,6,QLD,165
Salmonellosis,2009,7,QLD,85
Salmonellosis,2009,8,QLD,73
Salmonellosis,2009,9,QLD,107
Salmonellosis,2009,10,QLD,133
Salmonellosis,2009,11,QLD,160
Salmonellosis,2009,12,QLD,185
Salmonellosis,2010,1,QLD,398
Salmonellosis,2010,2,QLD,351
Salmonellosis,2010,3,QLD,326
Salmonellosis,2010,4,QLD,310
Salmonellosis,2010,5,QLD,239
Salmonellosis,2010,6,QLD,183
Salmonellosis,2010,7,QLD,150
Salmonellosis,2010,8,QLD,137
Salmonellosis,2010,9,QLD,117
Salmonellosis,2010,10,QLD,208
Salmonellosis,2010,11,QLD,197
Salmonellosis,2010,12,QLD,282
Salmonellosis,2011,1,QLD,300
Salmonellosis,2011,2,QLD,350
Salmonellosis,2011,3,QLD,380
Salmonellosis,2011,4,QLD,368
Salmonellosis,2011,5,QLD,202
Salmonellosis,2011,6,QLD,140
Salmonellosis,2011,7,QLD,142
Salmonellosis,2011,8,QLD,149
Salmonellosis,2011,9,QLD,144
Salmonellosis,2011,10,QLD,156
Salmonellosis,2011,11,QLD,230
Salmonellosis,2011,12,QLD,319
Salmonellosis,2012,1,QLD,268
Salmonellosis,2012,2,QLD,357
Salmonellosis,2012,3,QLD,410
Salmonellosis,2012,4,QLD,244
Salmonellosis,2012,5,QLD,201
Salmonellosis,2012,6,QLD,160
Salmonellosis,2012,7,QLD,127
Salmonellosis,2012,8,QLD,182
Salmonellosis,2012,9,QLD,153
Salmonellosis,2012,10,QLD,189
Salmonellosis,2012,11,QLD,230
Salmonellosis,2012,12,QLD,227
Salmonellosis,2013,1,QLD,295
Salmonellosis,2013,2,QLD,390
Salmonellosis,2013,3,QLD,386
Salmonellosis,2013,4,QLD,224
Salmonellosis,2013,5,QLD,226
